seed,primary_cluster_id,subcluster_id,objective,seed_number,curve_class,final_interpretation_class,monotonicity_reliability
305,vi_C02,vi_C02_Sc01,14.5732147955106,305,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
309,vi_C02,vi_C02_Sc01,14.8689795848396,309,inverted_u_shaped,inverted_u_shaped,reliable
310,vi_C02,vi_C02_Sc01,14.4211559244957,310,complex_nonmonotone,complex_nonmonotone,caution_small_gap
314,vi_C02,vi_C02_Sc01,14.3714204329495,314,complex_nonmonotone,complex_nonmonotone,reliable
316,vi_C02,vi_C02_Sc01,14.25393137561,316,inverted_u_shaped,inverted_u_shaped,caution_small_gap
317,vi_C02,vi_C02_Sc01,14.2398553448358,317,complex_nonmonotone,complex_nonmonotone,caution_small_gap
319,vi_C02,vi_C02_Sc01,15.2274042949981,319,u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
323,vi_C02,vi_C02_Sc01,14.6244393701297,323,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
324,vi_C02,vi_C02_Sc01,14.4306569873086,324,complex_nonmonotone,complex_nonmonotone,caution_small_gap
325,vi_C02,vi_C02_Sc01,14.396501366118,325,complex_nonmonotone,complex_nonmonotone,caution_small_gap
329,vi_C02,vi_C02_Sc01,14.5883033849244,329,complex_nonmonotone,complex_nonmonotone,caution_small_gap
331,vi_C02,vi_C02_Sc01,15.9115043845752,331,complex_nonmonotone,complex_nonmonotone,caution_small_gap
334,vi_C02,vi_C02_Sc01,14.4167032208207,334,inverted_u_shaped,inverted_u_shaped,caution_small_gap
341,vi_C02,vi_C02_Sc01,15.6554591490108,341,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
344,vi_C02,vi_C02_Sc01,14.9167050315414,344,complex_nonmonotone,complex_nonmonotone,reliable
347,vi_C02,vi_C02_Sc01,14.7731695277501,347,inverted_u_shaped,inverted_u_shaped,caution_small_gap
352,vi_C02,vi_C02_Sc01,15.1355673127931,352,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
356,vi_C02,vi_C02_Sc01,15.4969394692846,356,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
358,vi_C02,vi_C02_Sc01,14.6136269153481,358,monotone_increasing,unreliable_small_spectral_gap,unreliable_small_gap
359,vi_C02,vi_C02_Sc01,14.2127975491178,359,inverted_u_shaped,inverted_u_shaped,caution_small_gap
365,vi_C02,vi_C02_Sc01,15.1110392603585,365,complex_nonmonotone,complex_nonmonotone,caution_small_gap
369,vi_C02,vi_C02_Sc01,15.4793186473237,369,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
370,vi_C02,vi_C02_Sc01,14.282188904447,370,complex_nonmonotone,complex_nonmonotone,caution_small_gap
378,vi_C02,vi_C02_Sc01,15.7262278601514,378,complex_nonmonotone,complex_nonmonotone,caution_small_gap
380,vi_C02,vi_C02_Sc01,15.6281005393653,380,complex_nonmonotone,complex_nonmonotone,caution_small_gap
382,vi_C02,vi_C02_Sc01,14.6514681401694,382,complex_nonmonotone,complex_nonmonotone,caution_small_gap
386,vi_C02,vi_C02_Sc01,14.4367862602317,386,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
388,vi_C02,vi_C02_Sc01,14.5328123575895,388,complex_nonmonotone,complex_nonmonotone,caution_small_gap
389,vi_C02,vi_C02_Sc01,14.5666867632843,389,u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
393,vi_C02,vi_C02_Sc01,15.9543701304705,393,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
394,vi_C02,vi_C02_Sc01,15.9548120888732,394,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
402,vi_C02,vi_C02_Sc01,14.3341569609953,402,inverted_u_shaped,inverted_u_shaped,caution_small_gap
404,vi_C02,vi_C02_Sc01,17.4333966109155,404,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
406,vi_C02,vi_C02_Sc01,16.0836397427301,406,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
408,vi_C02,vi_C02_Sc01,14.6681762553658,408,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
414,vi_C02,vi_C02_Sc01,14.3329857139614,414,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
415,vi_C02,vi_C02_Sc01,15.9274580623508,415,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
416,vi_C02,vi_C02_Sc01,15.1445621693167,416,complex_nonmonotone,complex_nonmonotone,caution_small_gap
417,vi_C02,vi_C02_Sc01,14.4537995851657,417,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
419,vi_C02,vi_C02_Sc01,14.365922371485,419,inverted_u_shaped,inverted_u_shaped,reliable
424,vi_C02,vi_C02_Sc01,14.3196827741481,424,inverted_u_shaped,inverted_u_shaped,caution_small_gap
426,vi_C02,vi_C02_Sc01,14.5505543868808,426,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
427,vi_C02,vi_C02_Sc01,14.5687573889887,427,complex_nonmonotone,complex_nonmonotone,caution_small_gap
432,vi_C02,vi_C02_Sc01,14.6625987235712,432,complex_nonmonotone,complex_nonmonotone,caution_small_gap
435,vi_C02,vi_C02_Sc01,14.2198899018058,435,complex_nonmonotone,complex_nonmonotone,caution_small_gap
438,vi_C02,vi_C02_Sc01,15.2896867933423,438,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
439,vi_C02,vi_C02_Sc01,14.5116349638739,439,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
440,vi_C02,vi_C02_Sc01,14.408081192283,440,inverted_u_shaped,inverted_u_shaped,caution_small_gap
441,vi_C02,vi_C02_Sc01,14.5442544911789,441,inverted_u_shaped,inverted_u_shaped,caution_small_gap
442,vi_C02,vi_C02_Sc01,15.5717398140999,442,complex_nonmonotone,complex_nonmonotone,caution_small_gap
447,vi_C02,vi_C02_Sc01,14.8191105546688,447,inverted_u_shaped,inverted_u_shaped,reliable
448,vi_C02,vi_C02_Sc01,15.0441280711982,448,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
450,vi_C02,vi_C02_Sc01,15.2584541999124,450,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
451,vi_C02,vi_C02_Sc01,16.2953176180556,451,complex_nonmonotone,complex_nonmonotone,reliable
452,vi_C02,vi_C02_Sc01,14.6565337183469,452,complex_nonmonotone,complex_nonmonotone,caution_small_gap
453,vi_C02,vi_C02_Sc01,15.2212665277521,453,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
458,vi_C02,vi_C02_Sc01,15.6542253650281,458,complex_nonmonotone,complex_nonmonotone,reliable
459,vi_C02,vi_C02_Sc01,14.2765386009995,459,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
460,vi_C02,vi_C02_Sc01,15.3803879827944,460,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
466,vi_C02,vi_C02_Sc01,15.7560273855254,466,complex_nonmonotone,complex_nonmonotone,caution_small_gap
469,vi_C02,vi_C02_Sc01,14.4400830615129,469,u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
470,vi_C02,vi_C02_Sc01,15.4274263579688,470,u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
472,vi_C02,vi_C02_Sc01,14.2712878876623,472,complex_nonmonotone,complex_nonmonotone,caution_small_gap
473,vi_C02,vi_C02_Sc01,14.6941488418322,473,complex_nonmonotone,complex_nonmonotone,caution_small_gap
475,vi_C02,vi_C02_Sc01,16.8666030057153,475,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
477,vi_C02,vi_C02_Sc01,14.6172592708121,477,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
478,vi_C02,vi_C02_Sc01,15.2762491003399,478,complex_nonmonotone,complex_nonmonotone,caution_small_gap
479,vi_C02,vi_C02_Sc01,14.3603564975375,479,complex_nonmonotone,complex_nonmonotone,caution_small_gap
482,vi_C02,vi_C02_Sc01,14.2988732437252,482,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
485,vi_C02,vi_C02_Sc01,14.9043796301383,485,complex_nonmonotone,complex_nonmonotone,caution_small_gap
486,vi_C02,vi_C02_Sc01,14.9739599016871,486,monotone_decreasing,monotone_decreasing,caution_small_gap
487,vi_C02,vi_C02_Sc01,14.2908037899756,487,complex_nonmonotone,complex_nonmonotone,reliable
488,vi_C02,vi_C02_Sc01,15.0803764852189,488,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
489,vi_C02,vi_C02_Sc01,15.1840229235536,489,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
494,vi_C02,vi_C02_Sc01,15.0052414231442,494,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
496,vi_C02,vi_C02_Sc01,14.5003821965799,496,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
497,vi_C02,vi_C02_Sc01,14.423607855679,497,inverted_u_shaped,inverted_u_shaped,caution_small_gap
499,vi_C02,vi_C02_Sc01,15.4181029629827,499,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
500,vi_C02,vi_C02_Sc01,14.3000424360608,500,inverted_u_shaped,inverted_u_shaped,caution_small_gap
1,vi_C02,vi_C02_Sc02,14.5915233608081,1,monotone_increasing,monotone_increasing,reliable
2,vi_C02,vi_C02_Sc02,14.6957673054151,2,single_transition_increase_then_plateau,single_transition_increase_then_plateau,reliable
4,vi_C02,vi_C02_Sc02,14.4416037286971,4,complex_nonmonotone,complex_nonmonotone,reliable
9,vi_C02,vi_C02_Sc02,15.0499702430763,9,complex_nonmonotone,complex_nonmonotone,reliable
17,vi_C02,vi_C02_Sc02,14.6111582880619,17,complex_nonmonotone,complex_nonmonotone,caution_small_gap
19,vi_C02,vi_C02_Sc02,14.5910536258473,19,complex_nonmonotone,complex_nonmonotone,reliable
21,vi_C02,vi_C02_Sc02,15.0795196873003,21,complex_nonmonotone,complex_nonmonotone,reliable
23,vi_C02,vi_C02_Sc02,14.743879278378,23,complex_nonmonotone,complex_nonmonotone,reliable
28,vi_C02,vi_C02_Sc02,15.1189031911176,28,complex_nonmonotone,complex_nonmonotone,reliable
29,vi_C02,vi_C02_Sc02,14.5624991930888,29,complex_nonmonotone,complex_nonmonotone,reliable
31,vi_C02,vi_C02_Sc02,14.90703740158,31,complex_nonmonotone,complex_nonmonotone,caution_small_gap
35,vi_C02,vi_C02_Sc02,15.2202542508438,35,complex_nonmonotone,complex_nonmonotone,caution_small_gap
38,vi_C02,vi_C02_Sc02,15.136152899174,38,complex_nonmonotone,complex_nonmonotone,reliable
41,vi_C02,vi_C02_Sc02,14.5291456509724,41,monotone_increasing,monotone_increasing,reliable
43,vi_C02,vi_C02_Sc02,14.7337493398287,43,complex_nonmonotone,complex_nonmonotone,reliable
44,vi_C02,vi_C02_Sc02,14.7556444319884,44,monotone_increasing,monotone_increasing,reliable
50,vi_C02,vi_C02_Sc02,16.4932486826621,50,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
52,vi_C02,vi_C02_Sc02,14.6383284668128,52,monotone_increasing,monotone_increasing,caution_small_gap
59,vi_C02,vi_C02_Sc02,14.8262654098236,59,inverted_u_shaped,inverted_u_shaped,caution_small_gap
61,vi_C02,vi_C02_Sc02,15.1042195163467,61,monotone_increasing,monotone_increasing,reliable
64,vi_C02,vi_C02_Sc02,14.4397751313747,64,complex_nonmonotone,complex_nonmonotone,reliable
66,vi_C02,vi_C02_Sc02,14.915915213189,66,monotone_increasing,monotone_increasing,reliable
68,vi_C02,vi_C02_Sc02,15.0073823252945,68,complex_nonmonotone,complex_nonmonotone,caution_small_gap
70,vi_C02,vi_C02_Sc02,16.6175722644159,70,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
71,vi_C02,vi_C02_Sc02,15.2831468071607,71,complex_nonmonotone,complex_nonmonotone,caution_small_gap
77,vi_C02,vi_C02_Sc02,14.1961790505173,77,complex_nonmonotone,complex_nonmonotone,reliable
78,vi_C02,vi_C02_Sc02,14.8900762539544,78,inverted_u_shaped,inverted_u_shaped,caution_small_gap
87,vi_C02,vi_C02_Sc02,16.4613226775535,87,u_shaped,u_shaped,caution_small_gap
88,vi_C02,vi_C02_Sc02,14.6784564004831,88,complex_nonmonotone,complex_nonmonotone,reliable
97,vi_C02,vi_C02_Sc02,14.6833550379527,97,single_transition_increase_then_plateau,single_transition_increase_then_plateau,reliable
98,vi_C02,vi_C02_Sc02,14.8637107848783,98,complex_nonmonotone,complex_nonmonotone,reliable
99,vi_C02,vi_C02_Sc02,14.9866870325897,99,complex_nonmonotone,complex_nonmonotone,reliable
105,vi_C02,vi_C02_Sc02,15.3665689282273,105,monotone_increasing,monotone_increasing,reliable
114,vi_C02,vi_C02_Sc02,14.8235734400279,114,complex_nonmonotone,complex_nonmonotone,reliable
115,vi_C02,vi_C02_Sc02,14.8426798286795,115,complex_nonmonotone,complex_nonmonotone,reliable
118,vi_C02,vi_C02_Sc02,16.0969266467272,118,inverted_u_shaped,inverted_u_shaped,reliable
120,vi_C02,vi_C02_Sc02,14.4678753442603,120,complex_nonmonotone,complex_nonmonotone,caution_small_gap
121,vi_C02,vi_C02_Sc02,14.6442495192845,121,complex_nonmonotone,complex_nonmonotone,reliable
122,vi_C02,vi_C02_Sc02,15.1285510429306,122,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
129,vi_C02,vi_C02_Sc02,14.9115606002411,129,monotone_increasing,monotone_increasing,caution_small_gap
133,vi_C02,vi_C02_Sc02,15.2076153648617,133,complex_nonmonotone,complex_nonmonotone,reliable
135,vi_C02,vi_C02_Sc02,14.9664163757493,135,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
140,vi_C02,vi_C02_Sc02,15.1779156007421,140,complex_nonmonotone,complex_nonmonotone,reliable
144,vi_C02,vi_C02_Sc02,15.161879202394,144,complex_nonmonotone,complex_nonmonotone,reliable
146,vi_C02,vi_C02_Sc02,14.8393552329027,146,complex_nonmonotone,complex_nonmonotone,reliable
147,vi_C02,vi_C02_Sc02,15.3799175989478,147,inverted_u_shaped,inverted_u_shaped,reliable
150,vi_C02,vi_C02_Sc02,15.6236164976756,150,complex_nonmonotone,complex_nonmonotone,reliable
152,vi_C02,vi_C02_Sc02,14.3865191237113,152,complex_nonmonotone,complex_nonmonotone,reliable
156,vi_C02,vi_C02_Sc02,15.4614913223855,156,monotone_increasing,monotone_increasing,reliable
159,vi_C02,vi_C02_Sc02,14.5795085426219,159,complex_nonmonotone,complex_nonmonotone,reliable
160,vi_C02,vi_C02_Sc02,15.1349398644503,160,inverted_u_shaped,inverted_u_shaped,caution_small_gap
161,vi_C02,vi_C02_Sc02,14.5027586570533,161,complex_nonmonotone,complex_nonmonotone,reliable
162,vi_C02,vi_C02_Sc02,14.8370440131289,162,monotone_increasing,monotone_increasing,reliable
167,vi_C02,vi_C02_Sc02,14.3983384905127,167,monotone_increasing,monotone_increasing,reliable
168,vi_C02,vi_C02_Sc02,14.5703312805698,168,monotone_increasing,monotone_increasing,reliable
172,vi_C02,vi_C02_Sc02,15.2047563844328,172,complex_nonmonotone,complex_nonmonotone,caution_small_gap
176,vi_C02,vi_C02_Sc02,14.4526746851467,176,complex_nonmonotone,complex_nonmonotone,reliable
178,vi_C02,vi_C02_Sc02,14.4800269252038,178,monotone_increasing,monotone_increasing,reliable
179,vi_C02,vi_C02_Sc02,14.9704307414231,179,complex_nonmonotone,complex_nonmonotone,reliable
181,vi_C02,vi_C02_Sc02,15.1992645130052,181,inverted_u_shaped,inverted_u_shaped,caution_small_gap
186,vi_C02,vi_C02_Sc02,15.1073881929017,186,monotone_increasing,monotone_increasing,reliable
187,vi_C02,vi_C02_Sc02,15.2925187316633,187,complex_nonmonotone,complex_nonmonotone,caution_small_gap
188,vi_C02,vi_C02_Sc02,18.0332502598509,188,monotone_decreasing,unreliable_small_spectral_gap,unreliable_small_gap
190,vi_C02,vi_C02_Sc02,15.0062166366285,190,complex_nonmonotone,complex_nonmonotone,caution_small_gap
191,vi_C02,vi_C02_Sc02,14.6865989881101,191,complex_nonmonotone,complex_nonmonotone,reliable
201,vi_C02,vi_C02_Sc02,15.1071787376816,201,inverted_u_shaped,inverted_u_shaped,reliable
203,vi_C02,vi_C02_Sc02,14.6554136890202,203,monotone_increasing,monotone_increasing,reliable
204,vi_C02,vi_C02_Sc02,15.1911545917619,204,inverted_u_shaped,inverted_u_shaped,caution_small_gap
205,vi_C02,vi_C02_Sc02,15.8480512760335,205,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
207,vi_C02,vi_C02_Sc02,15.1219451520403,207,complex_nonmonotone,complex_nonmonotone,caution_small_gap
209,vi_C02,vi_C02_Sc02,14.4753830130852,209,monotone_increasing,monotone_increasing,reliable
217,vi_C02,vi_C02_Sc02,16.2381658307665,217,u_shaped,u_shaped,caution_small_gap
218,vi_C02,vi_C02_Sc02,14.7652418527645,218,monotone_increasing,monotone_increasing,reliable
220,vi_C02,vi_C02_Sc02,14.708169146592,220,complex_nonmonotone,complex_nonmonotone,reliable
223,vi_C02,vi_C02_Sc02,14.7805821738592,223,monotone_increasing,monotone_increasing,reliable
226,vi_C02,vi_C02_Sc02,14.7164068491365,226,complex_nonmonotone,complex_nonmonotone,reliable
228,vi_C02,vi_C02_Sc02,14.7978135424115,228,complex_nonmonotone,complex_nonmonotone,reliable
229,vi_C02,vi_C02_Sc02,15.8026812075703,229,monotone_increasing,monotone_increasing,caution_small_gap
230,vi_C02,vi_C02_Sc02,14.4409750046908,230,complex_nonmonotone,complex_nonmonotone,reliable
231,vi_C02,vi_C02_Sc02,14.7672729922183,231,monotone_increasing,monotone_increasing,caution_small_gap
232,vi_C02,vi_C02_Sc02,17.1187676803156,232,complex_nonmonotone,complex_nonmonotone,caution_small_gap
235,vi_C02,vi_C02_Sc02,15.902495920674,235,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
236,vi_C02,vi_C02_Sc02,14.6657271137751,236,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
241,vi_C02,vi_C02_Sc02,14.6961715106704,241,inverted_u_shaped,inverted_u_shaped,reliable
244,vi_C02,vi_C02_Sc02,14.9543978723722,244,inverted_u_shaped,inverted_u_shaped,reliable
246,vi_C02,vi_C02_Sc02,14.7824352316513,246,monotone_increasing,monotone_increasing,reliable
248,vi_C02,vi_C02_Sc02,15.0891468517576,248,complex_nonmonotone,complex_nonmonotone,reliable
251,vi_C02,vi_C02_Sc02,14.8525492723022,251,complex_nonmonotone,complex_nonmonotone,caution_small_gap
253,vi_C02,vi_C02_Sc02,14.614483434812,253,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
256,vi_C02,vi_C02_Sc02,15.6702830233644,256,complex_nonmonotone,complex_nonmonotone,reliable
259,vi_C02,vi_C02_Sc02,15.0984609140629,259,u_shaped,u_shaped,reliable
266,vi_C02,vi_C02_Sc02,15.7250098645077,266,complex_nonmonotone,complex_nonmonotone,caution_small_gap
269,vi_C02,vi_C02_Sc02,14.6567204265257,269,complex_nonmonotone,complex_nonmonotone,caution_small_gap
272,vi_C02,vi_C02_Sc02,15.0270974199775,272,inverted_u_shaped,inverted_u_shaped,reliable
273,vi_C02,vi_C02_Sc02,14.4610385725493,273,monotone_increasing,monotone_increasing,caution_small_gap
277,vi_C02,vi_C02_Sc02,14.7924739543918,277,monotone_increasing,monotone_increasing,caution_small_gap
278,vi_C02,vi_C02_Sc02,14.6280880540846,278,inverted_u_shaped,inverted_u_shaped,reliable
284,vi_C02,vi_C02_Sc02,15.6531173008529,284,u_shaped,u_shaped,caution_small_gap
285,vi_C02,vi_C02_Sc02,19.1819266657665,285,complex_nonmonotone,complex_nonmonotone,reliable
289,vi_C02,vi_C02_Sc02,15.5465503532198,289,u_shaped,u_shaped,reliable
293,vi_C02,vi_C02_Sc02,15.7748605585048,293,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
296,vi_C02,vi_C02_Sc02,15.0262383524155,296,complex_nonmonotone,complex_nonmonotone,reliable
301,vi_C02,vi_C02_Sc02,14.8839851456033,301,complex_nonmonotone,complex_nonmonotone,caution_small_gap
307,vi_C02,vi_C02_Sc02,14.7408237135316,307,complex_nonmonotone,complex_nonmonotone,caution_small_gap
308,vi_C02,vi_C02_Sc02,14.6167436677513,308,complex_nonmonotone,complex_nonmonotone,reliable
313,vi_C02,vi_C02_Sc02,15.342531130397,313,complex_nonmonotone,complex_nonmonotone,reliable
315,vi_C02,vi_C02_Sc02,14.7937803865125,315,monotone_increasing,monotone_increasing,caution_small_gap
318,vi_C02,vi_C02_Sc02,15.3844636778589,318,complex_nonmonotone,complex_nonmonotone,reliable
322,vi_C02,vi_C02_Sc02,14.172441641488,322,complex_nonmonotone,complex_nonmonotone,caution_small_gap
326,vi_C02,vi_C02_Sc02,15.063444343896,326,u_shaped,u_shaped,reliable
327,vi_C02,vi_C02_Sc02,14.8598731500605,327,monotone_increasing,monotone_increasing,reliable
328,vi_C02,vi_C02_Sc02,15.2842038709098,328,complex_nonmonotone,complex_nonmonotone,reliable
330,vi_C02,vi_C02_Sc02,14.6429965318498,330,complex_nonmonotone,complex_nonmonotone,reliable
332,vi_C02,vi_C02_Sc02,14.6708197123605,332,complex_nonmonotone,complex_nonmonotone,reliable
333,vi_C02,vi_C02_Sc02,15.2564601753324,333,inverted_u_shaped,inverted_u_shaped,reliable
335,vi_C02,vi_C02_Sc02,15.7153626749022,335,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
337,vi_C02,vi_C02_Sc02,14.8210697421557,337,complex_nonmonotone,complex_nonmonotone,reliable
339,vi_C02,vi_C02_Sc02,14.2243329440277,339,complex_nonmonotone,complex_nonmonotone,reliable
340,vi_C02,vi_C02_Sc02,14.5402190346559,340,complex_nonmonotone,complex_nonmonotone,caution_small_gap
345,vi_C02,vi_C02_Sc02,14.4863834016435,345,monotone_increasing,monotone_increasing,reliable
346,vi_C02,vi_C02_Sc02,14.6161092120117,346,monotone_increasing,monotone_increasing,reliable
353,vi_C02,vi_C02_Sc02,15.2801899109771,353,complex_nonmonotone,complex_nonmonotone,reliable
355,vi_C02,vi_C02_Sc02,15.4700538240378,355,complex_nonmonotone,complex_nonmonotone,caution_small_gap
357,vi_C02,vi_C02_Sc02,15.1804728543969,357,complex_nonmonotone,complex_nonmonotone,reliable
361,vi_C02,vi_C02_Sc02,14.676296542954,361,monotone_increasing,monotone_increasing,reliable
362,vi_C02,vi_C02_Sc02,14.8573776260887,362,complex_nonmonotone,complex_nonmonotone,caution_small_gap
368,vi_C02,vi_C02_Sc02,15.1605699017614,368,u_shaped,u_shaped,reliable
372,vi_C02,vi_C02_Sc02,14.8350031868461,372,complex_nonmonotone,complex_nonmonotone,reliable
374,vi_C02,vi_C02_Sc02,16.2072734147823,374,complex_nonmonotone,complex_nonmonotone,caution_small_gap
375,vi_C02,vi_C02_Sc02,15.0396139739776,375,complex_nonmonotone,complex_nonmonotone,caution_small_gap
376,vi_C02,vi_C02_Sc02,15.3196922881157,376,monotone_increasing,monotone_increasing,caution_small_gap
379,vi_C02,vi_C02_Sc02,14.7542586552607,379,inverted_u_shaped,inverted_u_shaped,caution_small_gap
381,vi_C02,vi_C02_Sc02,14.7669706594092,381,monotone_increasing,monotone_increasing,reliable
383,vi_C02,vi_C02_Sc02,16.667112595473,383,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
384,vi_C02,vi_C02_Sc02,14.4559883335448,384,monotone_increasing,monotone_increasing,reliable
387,vi_C02,vi_C02_Sc02,16.0764074363861,387,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
395,vi_C02,vi_C02_Sc02,14.9593838725139,395,inverted_u_shaped,inverted_u_shaped,reliable
396,vi_C02,vi_C02_Sc02,15.4784542390191,396,inverted_u_shaped,inverted_u_shaped,reliable
397,vi_C02,vi_C02_Sc02,17.7021996576267,397,complex_nonmonotone,complex_nonmonotone,caution_small_gap
398,vi_C02,vi_C02_Sc02,14.6637411416095,398,monotone_increasing,monotone_increasing,reliable
399,vi_C02,vi_C02_Sc02,17.9988546528712,399,complex_nonmonotone,complex_nonmonotone,caution_small_gap
400,vi_C02,vi_C02_Sc02,17.7016481643937,400,u_shaped,u_shaped,reliable
403,vi_C02,vi_C02_Sc02,14.4213042314734,403,complex_nonmonotone,complex_nonmonotone,reliable
405,vi_C02,vi_C02_Sc02,14.6215299914013,405,monotone_increasing,monotone_increasing,caution_small_gap
410,vi_C02,vi_C02_Sc02,15.283718607361,410,complex_nonmonotone,complex_nonmonotone,caution_small_gap
411,vi_C02,vi_C02_Sc02,16.7317270120936,411,u_shaped,u_shaped,caution_small_gap
420,vi_C02,vi_C02_Sc02,14.9980167900073,420,monotone_increasing,monotone_increasing,reliable
423,vi_C02,vi_C02_Sc02,14.9358036712032,423,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
428,vi_C02,vi_C02_Sc02,14.6436460828788,428,complex_nonmonotone,complex_nonmonotone,reliable
429,vi_C02,vi_C02_Sc02,14.6282836812039,429,monotone_increasing,monotone_increasing,reliable
430,vi_C02,vi_C02_Sc02,15.3646032434435,430,complex_nonmonotone,complex_nonmonotone,reliable
431,vi_C02,vi_C02_Sc02,14.7341178877575,431,monotone_increasing,monotone_increasing,reliable
436,vi_C02,vi_C02_Sc02,14.6730407613305,436,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
443,vi_C02,vi_C02_Sc02,14.7878006370635,443,complex_nonmonotone,complex_nonmonotone,caution_small_gap
444,vi_C02,vi_C02_Sc02,15.0572254980298,444,complex_nonmonotone,complex_nonmonotone,reliable
445,vi_C02,vi_C02_Sc02,14.5580403307664,445,single_transition_increase_then_plateau,single_transition_increase_then_plateau,reliable
446,vi_C02,vi_C02_Sc02,15.5487602994553,446,complex_nonmonotone,complex_nonmonotone,reliable
449,vi_C02,vi_C02_Sc02,15.5591330533582,449,complex_nonmonotone,complex_nonmonotone,reliable
454,vi_C02,vi_C02_Sc02,15.7135437199972,454,complex_nonmonotone,complex_nonmonotone,caution_small_gap
455,vi_C02,vi_C02_Sc02,14.6002151369894,455,monotone_increasing,monotone_increasing,caution_small_gap
456,vi_C02,vi_C02_Sc02,17.2114271097106,456,monotone_increasing,monotone_increasing,caution_small_gap
457,vi_C02,vi_C02_Sc02,15.4232452175713,457,monotone_increasing,monotone_increasing,caution_small_gap
465,vi_C02,vi_C02_Sc02,14.9071284880209,465,inverted_u_shaped,inverted_u_shaped,reliable
467,vi_C02,vi_C02_Sc02,14.9038410149771,467,inverted_u_shaped,inverted_u_shaped,reliable
468,vi_C02,vi_C02_Sc02,15.4521320789868,468,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
471,vi_C02,vi_C02_Sc02,14.5820078971396,471,inverted_u_shaped,inverted_u_shaped,reliable
474,vi_C02,vi_C02_Sc02,14.6539713902389,474,inverted_u_shaped,inverted_u_shaped,reliable
476,vi_C02,vi_C02_Sc02,14.7127855392922,476,complex_nonmonotone,complex_nonmonotone,reliable
483,vi_C02,vi_C02_Sc02,16.0100186324891,483,complex_nonmonotone,complex_nonmonotone,caution_small_gap
484,vi_C02,vi_C02_Sc02,14.4587425361866,484,inverted_u_shaped,unreliable_small_spectral_gap,unreliable_small_gap
491,vi_C02,vi_C02_Sc02,14.8204542852123,491,inverted_u_shaped,inverted_u_shaped,reliable
495,vi_C02,vi_C02_Sc02,14.8059457514229,495,complex_nonmonotone,complex_nonmonotone,caution_small_gap
